Ticker,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y.1,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,GICS Sector
EGRX,-,-,-0.33,12.67%,13.67M,-4.47%,521.42M,14.40,2.64,0.00%,10.72M,-22.07%,-4.50M,-,0.28,98.40%,18.39%,-23.08%,177.40M,2.94,-51.50%,-1.51%,11.43,-6.83%,13.46,2.83,20.80%,-1.60%,49.33,-32.28%,7.90,4.82,2.70%,-2.50%,33.80 - 64.94,-36.65%,-,16.98,20.20%,6.50%,-42.64%,0.76,-,4.00,59.30%,73.20%,10.21%,1.51,108,4.20,-26.10%,4.60%,22.55,3.06% 3.95%,Yes,0.20,-103.90%,-2.50%,0.93,38.06,Yes,0.16,Aug 10 BMO,-,172.55K,37.25,2.20,-10.14%,-18.39%,-25.76%,"160,870",-2.13%,Healthcare
MIK,-,8.43,1.15,0.30%,146.87M,-10.19%,1.39B,6.68,1.45,0.00%,93.70M,22.24%,171.10M,-,-0.10,-,26.83%,76.04%,4.78B,0.29,-4.80%,0.73%,4.96,165.75%,-10.32,-,54.96%,4.40%,4.96,35.66%,6.48,1.50,-,-11.10%,1.00 - 11.70,19.90%,-,4.84,11.10%,35.00%,-10.26%,3.00,-,0.60,1.40%,35.10%,950.00%,0.79,4000,1.20,-26.90%,7.50%,60.38,11.06% 8.09%,Yes,-,-281.30%,3.60%,1.6,9.7,Yes,-,Sep 03 BMO,0.00%,5.07M,10.5,3.10,8.68%,30.67%,87.13%,"8,096,624",8.25%,Consumer Discretionary
KRYS,-,-,-1.24,19.20%,18.38M,-2.76%,851.47M,-,-2.30,-3.04%,14.20M,9.78%,-21.80M,-,-0.47,72.90%,10.99%,-6.09%,-,-,-23.50%,22.85%,10.08,-16.92%,16.85,2.64,-32.90%,-9.20%,78.88,-1.83%,15.51,2.86,-,-9.50%,31.89 - 66.85,-19.75%,-,-,-,-,-36.59%,-,-,51.20,-,-,32.93%,2.37,52,51.20,-,-,42.59,5.31% 5.25%,Yes,0.00,-0.90%,-,0.75,44.44,Yes,0.00,-,-,154.92K,42.39,1.80,-5.95%,-1.74%,-15.03%,"116,526",-4.61%,Healthcare
BRP,-,-,-0.23,56.50%,78.76M,10.99%,2.15B,33.95,0.80,-0.18%,30.01M,52.46%,-15.10M,-,0.10,96.49%,3.22%,85.32%,180.40M,11.94,200.00%,25.40%,2.73,68.38%,2.85,9.56,65.91%,-2.90%,23.20,-,2.46,11.08,49.70%,-17.40%,8.35 - 30.15,69.84%,-,51.89,-,-10.40%,-5.57%,-,-,2.10,-,27.70%,240.96%,1.48,600,2.10,55.00%,-14.00%,77.74,8.66% 6.66%,No,1.01,-,-8.40%,1.07,27.26,Yes,1.01,Aug 13 AMC,-,353.82K,28.47,2.20,20.91%,44.96%,85.45%,"378,132",4.44%,Financial
AMRX,-,-,-1.56,1.10%,147.39M,-9.47%,1.14B,5.41,0.69,58.03%,115.92M,-29.22%,-194.10M,-,0.12,70.00%,5.97%,-24.65%,1.74B,0.66,65.70%,1.69%,5.21,7.80%,2.08,1.79,18.15%,-4.90%,4.25,35.64%,0.87,4.29,-12.10%,-72.30%,2.40 - 5.79,-22.61%,-,4.03,-40.00%,-14.70%,-36.96%,1.38,-,1.60,22.20%,32.50%,52.08%,0.24,5500,2.30,14.90%,7.30%,35.42,4.46% 5.10%,Yes,9.46,38.40%,-11.20%,0.8,3.73,Yes,9.36,Aug 06 BMO,-,1.33M,3.65,3.00,-12.02%,-17.51%,-13.38%,"1,059,772",-2.14%,Healthcare
TBBK,-,9.87,0.98,5.30%,57.49M,3.63%,553.38M,6.55,1.48,-1.48%,51.02M,0.62%,56.70M,0.82,0.36,91.20%,1.61%,-11.25%,195.30M,2.83,-41.70%,2.25%,2.30,-13.39%,9.27,1.05,15.18%,1.00%,11.50,2.43%,8.45,1.15,12.00%,11.00%,3.36 - 13.73,-25.21%,-,-,9.50%,21.50%,-28.26%,1.50,-,-,20.50%,-,193.15%,0.44,612,-,17.70%,81.60%,58.44,3.36% 4.10%,Yes,0.10,89.50%,28.10%,1.65,9.7,Yes,0.10,Jul 30 AMC,0.00%,356.58K,9.85,1.50,1.16%,6.24%,3.03%,"587,117",1.55%,Financial
XENT,-,-,-1.91,2.20%,32.60M,-3.35%,589.17M,-,-1.29,5.02%,31.80M,-6.96%,-61.50M,-,-0.43,90.00%,3.30%,42.89%,85.40M,6.90,-81.10%,-0.66%,2.44,-24.30%,2.73,6.66,34.40%,-41.60%,18.93,1.39%,4.20,4.34,7.60%,-57.70%,5.97 - 31.46,-26.95%,-,-,3.20%,-38.40%,-42.29%,1.26,-,10.30,23.10%,69.70%,204.10%,0.95,402,11.30,-63.30%,-71.20%,41.46,4.94% 4.74%,Yes,0.72,-95.40%,-72.00%,0.78,18.19,Yes,0.72,Aug 04 AMC,-,430.89K,18.16,2.60,-8.10%,1.26%,0.96%,"335,078",-0.19%,Healthcare
UVE,-,68.49,0.27,8.40%,32.10M,-1.64%,592.81M,6.35,2.93,0.72%,28.76M,1.53%,9.00M,-,0.52,75.10%,3.31%,-4.33%,957.00M,0.62,-58.50%,-0.30%,4.46,-17.14%,16.44,1.13,22.38%,0.50%,18.00,-29.83%,10.39,1.79,-,1.70%,14.20 - 30.65,-33.69%,0.64,3.28,-8.10%,7.80%,-39.22%,0.84,3.45%,-,20.50%,-,31.20%,0.55,805,-,8.10%,1.40%,49.98,2.24% 2.84%,Yes,0.02,-42.60%,0.90%,0.68,18.56,Yes,0.02,Jul 29 AMC,228.40%,213.93K,18.63,3.00,-3.58%,2.55%,-11.50%,"145,482",0.38%,Financial
LAND,-,-,-0.12,11.97%,21.42M,0.39%,338.21M,-,-0.12,0.04%,19.47M,-4.73%,-2.40M,-,-0.05,41.20%,2.01%,0.26%,52.40M,6.45,-187.80%,8.44%,2.34,11.51%,14.25,1.09,7.70%,-0.30%,16.83,33.28%,1.14,13.64,10.00%,-0.90%,9.61 - 16.76,19.51%,0.54,-,-47.50%,-,-8.71%,0.68,3.48%,-,41.50%,88.30%,59.21%,0.4,70,-,50.00%,48.30%,43.14,2.41% 2.66%,Yes,1.70,-151.20%,-4.60%,0.87,15.5,Yes,1.70,Aug 05 AMC,-,166.79K,15.3,1.80,-2.48%,-3.16%,10.20%,"145,831",-1.29%,Real Estate
CARS,-,-,-18.57,2.40%,67.26M,-6.30%,562.39M,5.49,1.55,1.77%,66.37M,-2.42%,-1242.30M,-,0.38,-,11.62%,10.56%,554.40M,1.01,-20.60%,-4.47%,5.57,19.44%,4.89,1.73,25.79%,-77.40%,10.34,-10.83%,0.86,9.88,15.00%,-167.90%,3.25 - 13.55,-30.61%,-,6.41,-,-23.30%,-38.15%,-,-,1.50,4.10%,72.00%,157.85%,0.59,1500,1.50,-31.20%,-,50.51,5.51% 6.56%,Yes,1.94,-306.10%,-,0.52,8.48,Yes,1.85,Jul 30 BMO,-,1.38M,8.38,2.60,-4.81%,13.01%,1.20%,"721,127",-1.18%,Consumer Discretionary
BLI,-,-,-,0.40%,59.94M,-0.68%,3.79B,-,-0.60,0.00%,35.83M,-4.11%,-,-,-0.19,-,0.21%,-,56.70M,66.86,19.00%,-,0.23,-,-,-,23.10%,-,70.00,-,0.99,64.04,-,-,50.26 - 77.99,-3.36%,-,-,-,13.70%,-19.99%,-,-,3.50,-,72.40%,24.15%,5.61,210,4.00,-10.20%,-,-,8.70% 9.03%,No,-,-,-,0.35,63.25,Yes,-,-,-,327.67K,62.4,2.00,-0.04%,0.45%,0.45%,"113,047",-1.34%,Healthcare
AMK,-,-,-0.20,6.00%,67.21M,-0.66%,1.75B,22.43,1.08,-22.39%,16.89M,-3.82%,-13.00M,-,0.24,28.00%,7.53%,-11.70%,435.20M,4.03,-101.10%,24.58%,9.71,-4.51%,13.09,1.85,14.70%,-1.10%,28.40,-13.65%,1.40,17.23,32.26%,-1.50%,13.94 - 34.02,-16.75%,-,23.26,-,1.20%,-29.63%,-,-,3.80,-,68.70%,71.74%,0.81,729,3.80,-5.20%,1.80%,38.51,2.70% 3.33%,No,0.00,-382.20%,-3.00%,0.59,24.16,Yes,0.14,Aug 04 AMC,-,131.09K,23.94,2.50,-2.26%,-8.74%,-7.72%,"76,899",-0.91%,Financial
AJX,-,11.48,0.77,1.90%,22.81M,-4.83%,202.01M,8.13,1.09,0.00%,19.95M,-6.93%,20.80M,-,0.22,77.50%,1.80%,-10.14%,107.80M,1.87,12.40%,6.19%,2.76,-34.03%,15.69,0.56,45.33%,1.30%,12.00,-40.06%,7.18,1.23,-,6.00%,3.96 - 15.42,-38.08%,0.68,-,31.10%,2.40%,-41.18%,1.56,7.67%,0.50,77.70%,32.10%,129.04%,0.34,-,0.50,-31.80%,23.80%,47.58,3.41% 3.67%,No,3.13,-39.70%,19.30%,0.84,8.86,Yes,2.02,Aug 04 AMC,99.20%,130.14K,9.07,2.00,-4.49%,0.27%,-15.10%,"108,795",2.37%,Real Estate
KOP,-,6.57,3.44,3.40%,21.00M,-8.65%,473.26M,6.20,3.64,-0.04%,20.12M,-14.98%,72.70M,0.37,1.08,91.90%,2.46%,6.46%,1.71B,0.28,142.90%,-0.18%,2.50,22.71%,8.38,2.70,12.13%,4.40%,32.40,-16.12%,1.58,14.34,18.00%,52.20%,8.25 - 44.75,-40.89%,-,5.19,31.70%,12.30%,-47.80%,2.04,-,1.10,2.70%,19.40%,183.15%,1.13,2120,2.00,-1.60%,7.50%,46.18,4.69% 4.16%,Yes,5.16,99.90%,4.00%,1.23,22.59,Yes,5.10,Jul 27 BMO,0.00%,197.82K,23.36,1.80,-7.38%,2.68%,-0.85%,"244,297",3.41%,Materials
AHH,-,21.75,0.48,1.80%,57.93M,0.58%,806.46M,24.60,0.42,18.36%,56.84M,2.58%,26.40M,4.35,0.08,86.30%,0.88%,1.37%,338.30M,2.38,53.00%,-1.70%,1.41,-42.16%,6.06,1.70,3.70%,1.50%,11.13,-41.37%,0.91,11.36,5.00%,7.80%,6.40 - 19.43,-43.71%,0.44,63.50,2.10%,3.30%,-47.50%,0.71,4.26%,-,8.90%,34.90%,59.37%,0.39,169,-,68.30%,15.20%,52.23,3.57% 3.65%,Yes,2.83,70.50%,7.80%,0.62,10.33,Yes,2.83,Aug 04 BMO,134.80%,352.16K,10.2,2.20,-1.26%,2.75%,-20.35%,"217,245",-1.26%,Real Estate
DBD,-,-,-3.57,2.20%,77.60M,1.22%,619.76M,4.64,1.79,9.59%,71.38M,3.23%,-274.80M,-,0.25,90.50%,14.35%,31.12%,4.03B,0.15,37.20%,-0.16%,7.80,47.69%,-9.06,-,118.73%,-7.20%,12.50,-34.39%,6.05,1.37,3.00%,45.60%,2.80 - 13.99,-21.40%,-,6.28,-36.70%,-8.90%,-41.10%,3.27,-,0.90,10.00%,25.40%,194.29%,0.56,22000,1.20,-22.60%,-0.40%,54.59,7.71% 5.60%,Yes,-,53.40%,-6.80%,0.83,8.3,Yes,-,Jul 30 BMO,-,1.31M,8.24,2.20,-1.13%,15.31%,15.40%,"1,090,656",-0.72%,Information Technology
SCHL,-,-,-1.29,15.88%,34.00M,-2.63%,769.54M,30.67,0.73,0.00%,26.49M,-9.24%,-43.80M,-,-1.74,83.20%,2.17%,-33.76%,1.49B,0.52,-390.50%,-1.70%,3.56,-30.25%,34.68,0.65,108.60%,-2.20%,28.00,-38.42%,11.46,1.95,9.10%,-3.60%,20.01 - 45.80,-41.77%,0.60,-,-36.40%,-3.00%,-50.09%,0.91,2.68%,1.50,-1.90%,49.50%,14.24%,0.76,8300,2.10,-39.70%,-6.00%,39.19,2.93% 3.09%,Yes,0.20,-180.30%,-2.90%,1.29,22.39,Yes,0.19,Jul 23 AMC,-,161.29K,22.86,-,-3.89%,-12.05%,-25.14%,"207,706",2.10%,Communication Services
BANC,-,-,-0.87,1.20%,50.03M,8.31%,617.52M,25.15,0.49,5.46%,47.56M,9.18%,-43.70M,-,0.15,95.40%,3.18%,-4.22%,323.80M,1.91,-86.50%,-3.80%,5.63,-11.87%,13.23,0.93,253.10%,-0.50%,12.58,-17.56%,9.27,1.32,10.00%,-6.40%,6.44 - 19.12,-28.70%,0.24,12.71,-43.60%,23.10%,-34.94%,1.94,1.96%,-,15.80%,-,93.17%,0.53,652,-,-30.10%,57.70%,65.46,5.33% 4.43%,Yes,0.27,-287.60%,-13.50%,1.11,12.25,Yes,0.26,Jul 23 BMO,-,268.65K,12.44,2.70,7.37%,14.26%,-1.03%,"298,121",1.55%,Financial
BKD,-,6.70,0.44,0.30%,183.18M,3.15%,542.48M,-,-0.74,20.68%,179.08M,9.26%,81.20M,0.67,-0.29,97.80%,4.02%,-25.69%,3.88B,0.14,48.30%,-0.05%,2.57,-34.59%,5.12,0.58,-174.00%,1.10%,4.00,-63.12%,3.06,0.96,10.00%,9.40%,1.47 - 8.80,-59.42%,-,1.44,-7.50%,-0.90%,-67.05%,1.65,-,0.90,1.10%,22.50%,97.28%,0.16,38400,0.90,-15.10%,-2.40%,55.79,6.05% 5.78%,Yes,4.76,-116.90%,2.10%,0.4,2.95,Yes,4.47,Aug 10 AMC,0.00%,2.81M,2.9,2.20,2.17%,4.40%,-35.37%,"1,125,396",-1.69%,Healthcare
OBNK,-,17.32,1.41,5.40%,23.35M,0.87%,583.65M,15.72,1.55,0.54%,20.07M,3.61%,33.20M,-,0.54,51.00%,1.59%,5.86%,226.00M,2.58,3.30%,1.50%,5.06,-14.27%,26.33,0.93,6.59%,0.60%,25.60,-23.64%,8.78,2.78,-,5.50%,15.98 - 38.14,-35.54%,0.37,138.96,24.60%,24.90%,-34.08%,-,1.52%,-,12.60%,-,57.32%,1.11,751,-,-2.80%,75.80%,65.11,6.10% 4.26%,No,0.13,-59.10%,14.70%,1.02,24.39,Yes,0.13,Jul 22 AMC,26.10%,63.05K,25.14,2.20,4.22%,11.74%,-5.61%,"64,579",3.08%,Financial
ALX,-,28.57,9.34,58.74%,5.12M,2.10%,1.36B,20.52,13.01,0.00%,2.11M,2.08%,47.80M,-,1.43,36.40%,3.05%,-6.57%,213.20M,6.39,6.00%,-1.75%,5.32,-14.21%,43.94,6.07,38.70%,3.60%,280.00,-30.56%,86.65,3.08,-,19.60%,223.02 - 391.75,-19.20%,18.00,74.39,-2.30%,-,-32.08%,0.53,6.74%,-,2.40%,57.20%,19.30%,6.39,69,-,-18.60%,41.30%,60.18,2.89% 2.26%,No,4.97,9.20%,22.40%,0.81,266.92,Yes,4.97,-,192.70%,12.13K,266.07,3.00,2.31%,5.38%,-7.23%,"9,809",-0.32%,Real Estate
WASH,-,8.72,3.86,1.20%,17.26M,-0.91%,584.67M,10.07,3.34,0.14%,14.93M,-0.09%,67.10M,1.74,1.02,73.70%,1.60%,-4.65%,186.60M,3.13,0.90%,-0.52%,2.42,-17.68%,30.14,1.12,-10.69%,1.20%,40.00,-27.52%,15.74,2.14,5.00%,13.20%,25.86 - 54.96,-37.42%,2.04,18.27,10.40%,21.40%,-38.19%,0.63,6.06%,-,10.30%,-,31.36%,1.02,598,-,-15.80%,63.70%,55.20,2.75% 3.10%,Yes,0.12,22.60%,36.00%,0.54,33.66,Yes,0.12,Jul 20 AMC,52.60%,98.41K,33.97,2.60,-1.12%,2.79%,-14.26%,"53,176",0.92%,Financial
KELYA,-,-,-2.71,1.70%,39.30M,-4.52%,757.67M,9.51,1.93,-1.75%,33.84M,15.88%,-106.00M,-,0.11,88.90%,2.06%,4.73%,4.84B,0.16,401.40%,1.08%,4.23,17.36%,29.15,0.63,52.20%,-4.40%,24.67,-24.88%,5.25,3.50,15.00%,-8.90%,10.13 - 25.11,-18.56%,-,4.24,35.90%,6.40%,-26.88%,1.19,-,1.70,-0.80%,18.30%,81.24%,0.69,7700,1.70,-28.70%,-1.50%,55.90,3.06% 3.93%,Yes,0.00,-51.10%,-2.20%,0.65,18.39,Yes,0.00,Aug 06 BMO,-,165.14K,18.36,2.00,-1.59%,11.06%,8.54%,"106,789",-0.16%,Industrials
EXPI,-,394.04,0.10,57.60%,67.76M,-4.29%,2.66B,82.47,0.47,-1.73%,28.90M,61.53%,7.40M,39.40,0.07,15.60%,7.76%,234.42%,1.18B,2.25,60.80%,27.04%,2.60,325.87%,1.16,33.63,91.50%,6.40%,32.00,366.07%,0.93,41.82,10.00%,12.80%,6.51 - 46.58,244.31%,-,37.46,-,-17.00%,-17.09%,3.13,-,1.80,136.10%,9.30%,493.24%,3.45,634,1.80,32.50%,0.70%,58.00,9.66% 10.52%,Yes,0.03,419.10%,0.60%,1.45,39.01,Yes,0.02,Aug 05 AMC,0.00%,860.97K,38.62,1.30,2.17%,47.50%,171.65%,"1,244,833",-1.00%,Real Estate
CNSL,-,23.92,0.32,1.70%,73.06M,-5.60%,572.11M,12.73,0.61,0.00%,71.65M,1.04%,23.00M,11.96,0.17,79.00%,10.00%,13.30%,1.32B,0.43,63.40%,0.00%,15.97,26.02%,5.14,1.51,-18.58%,0.70%,6.50,85.41%,0.62,12.46,2.00%,6.60%,3.24 - 8.81,99.74%,-,3.84,-23.30%,3.40%,-15.78%,1.26,-,0.90,16.00%,57.40%,129.01%,0.34,3400,0.90,-2.50%,10.00%,43.68,3.91% 4.00%,Yes,6.08,281.60%,1.80%,0.67,7.75,Yes,6.01,Jul 30 BMO,0.00%,448.61K,7.42,3.20,-7.61%,4.05%,31.73%,"299,186",-4.26%,Communication Services
GMRE,-,155.52,0.09,0.10%,45.40M,5.29%,619.94M,66.98,0.20,43.28%,42.47M,11.54%,3.40M,17.28,-0.06,68.60%,2.24%,12.00%,82.40M,7.52,-71.10%,8.99%,2.92,-6.82%,7.77,1.74,2425.00%,0.40%,14.79,24.93%,0.18,73.80,9.00%,1.00%,6.98 - 15.95,2.27%,0.80,92.53,15.60%,1.30%,-15.92%,0.80,5.91%,-,159.90%,-,92.12%,0.45,-,-,30.80%,11.70%,65.60,3.33% 3.55%,Yes,1.32,-82.80%,4.20%,2.36,13.53,Yes,1.32,Aug 05 AMC,924.60%,326.30K,13.41,1.40,2.37%,10.81%,8.79%,"770,931",-0.89%,Real Estate
HWKN,-,17.19,2.85,3.70%,10.52M,-3.79%,520.04M,-,-,-1.98%,9.59M,-2.37%,30.30M,-,1.11,62.40%,1.25%,12.65%,536.00M,0.97,16.90%,1.35%,2.12,24.90%,23.15,2.12,-,7.70%,62.00,11.73%,0.42,115.56,-,12.90%,26.82 - 59.89,7.09%,0.93,25.62,8.10%,10.60%,-17.30%,0.88,1.90%,1.40,8.20%,19.20%,84.68%,2.06,656,2.50,-2.80%,8.10%,46.01,3.93% 3.89%,Yes,0.27,20.50%,5.70%,0.75,49.06,Yes,0.23,Jul 28 BMO,32.20%,56.55K,49.53,2.00,-6.81%,1.06%,18.02%,"42,585",0.96%,Materials
PQG,-,25.51,0.46,0.20%,135.08M,-1.35%,1.59B,11.40,1.03,24.47%,39.18M,-5.49%,62.00M,2.94,0.24,70.70%,0.69%,-18.45%,1.50B,1.06,51.50%,1.14%,1.54,1.21%,13.12,0.89,35.49%,1.40%,15.38,-19.96%,0.65,17.98,8.68%,3.50%,8.50 - 17.26,-31.84%,-,10.13,54.80%,3.90%,-31.69%,-,-,1.50,31.60%,25.10%,38.71%,0.44,3279,2.70,-16.70%,9.80%,44.45,4.80% 3.04%,Yes,1.08,-46.90%,4.10%,2.31,11.71,Yes,1.07,Jul 30 BMO,0.00%,175.20K,11.79,2.40,-3.19%,-7.16%,-11.05%,"405,008",0.68%,Materials
AMSWA,-,59.06,0.23,1.30%,32.16M,-13.46%,483.15M,40.65,0.34,-17.50%,21.66M,-18.42%,7.60M,3.69,0.05,-,3.49%,-33.69%,115.40M,4.19,-3.90%,3.24%,3.59,-12.86%,3.71,3.73,52.47%,4.80%,21.00,-6.87%,2.69,5.14,16.00%,6.90%,9.05 - 21.48,-7.12%,0.44,53.68,-6.00%,5.00%,-36.41%,0.55,3.18%,2.60,2.30%,54.40%,50.94%,0.61,428,2.60,11.40%,4.80%,24.33,5.45% 3.71%,Yes,0.00,-72.00%,7.00%,1.09,13.82,Yes,0.00,Aug 26 AMC,172.20%,210.89K,13.66,1.30,-16.95%,-15.61%,-13.83%,"230,665",-1.16%,Information Technology
VNDA,-,4.99,2.09,4.00%,54.50M,-0.62%,574.98M,236.48,0.04,-4.32%,52.89M,-5.58%,113.80M,-,0.10,98.00%,11.48%,-9.21%,240.60M,2.39,343.30%,2.36%,9.41,-0.90%,7.92,1.31,-88.17%,23.30%,17.00,-25.36%,6.15,1.69,-,27.40%,7.12 - 17.85,-36.59%,-,15.13,30.80%,26.60%,-42.52%,0.47,-,6.20,35.30%,90.00%,44.10%,0.5,284,6.20,5.20%,10.00%,40.01,4.47% 5.07%,Yes,0.00,-25.10%,47.30%,0.69,10.4,Yes,0.00,Aug 05 AMC,0.00%,645.02K,10.26,2.20,-6.98%,-7.73%,-17.16%,"442,390",-1.39%,Healthcare
CNOB,-,9.01,1.73,6.90%,39.61M,2.50%,611.58M,8.07,1.93,-2.56%,34.74M,9.58%,63.00M,0.90,0.56,67.60%,1.35%,-7.99%,293.80M,2.08,14.30%,7.88%,2.93,-21.98%,21.91,0.71,0.84%,0.90%,21.00,-26.13%,9.56,1.63,10.00%,7.90%,8.85 - 26.50,-39.54%,0.36,6.84,21.40%,18.30%,-40.53%,1.27,2.32%,-,23.60%,-,77.98%,0.5,166,-,-40.90%,69.90%,62.44,2.43% 3.33%,Yes,0.23,-57.40%,21.40%,0.56,15.55,Yes,0.23,Jul 30 BMO,20.80%,160.14K,15.76,1.30,4.14%,8.01%,-12.66%,"89,363",1.35%,Financial
FSP,-,164.07,0.03,0.30%,107.29M,-5.34%,476.49M,177.20,0.03,4.03%,97.43M,-14.81%,2.90M,-,-0.02,85.50%,2.84%,-30.02%,261.30M,1.82,-50.50%,-2.22%,6.28,-40.30%,6.95,0.64,140.00%,0.20%,6.38,-41.94%,0.03,164.31,-,0.40%,3.79 - 8.97,-48.25%,0.36,-,-14.40%,0.40%,-50.84%,0.92,8.13%,-,1.50%,55.10%,16.36%,0.25,37,-,-9.00%,1.20%,36.20,4.04% 4.70%,Yes,1.33,-227.00%,1.10%,0.57,4.43,Yes,1.33,Aug 04 AMC,-,440.42K,4.41,3.00,-9.10%,-10.94%,-29.42%,"249,529",-0.45%,Real Estate
AVRO,-,-,-2.85,0.40%,36.11M,-6.57%,568.86M,-,-3.26,0.00%,35.55M,-2.39%,-94.60M,-,-0.81,98.80%,7.81%,-30.25%,-,-,-30.30%,0.19%,11.05,-21.99%,6.64,2.40,-1.20%,-40.10%,-,-22.74%,6.84,2.33,-,-42.60%,9.76 - 29.32,-20.86%,-,-,-,-,-44.00%,-,-,16.30,-,-,68.24%,0.81,121,16.30,-,-,45.10,4.44% 4.92%,Yes,0.00,-19.60%,-,0.62,15.93,Yes,0.00,-,-,251.38K,16.42,1.90,-3.68%,-6.43%,-9.71%,"154,871",3.08%,Healthcare
UEIC,-,19.28,2.09,3.00%,13.92M,-6.19%,560.84M,9.83,4.10,-0.10%,13.36M,-17.15%,29.90M,1.29,0.91,93.10%,1.45%,-18.33%,680.30M,0.82,-81.90%,2.22%,3.51,0.00%,20.56,1.96,13.57%,5.50%,61.67,-12.03%,4.22,9.54,15.00%,11.00%,29.50 - 60.00,-22.90%,-,10.76,-33.70%,2.50%,-34.10%,1.07,-,1.00,6.00%,26.10%,34.06%,1.69,4347,1.60,-21.00%,4.70%,34.60,3.18% 3.81%,Yes,0.26,378.70%,4.40%,0.89,40.29,Yes,0.00,Aug 06 AMC,0.00%,55.26K,39.54,1.30,-9.13%,-13.24%,-13.64%,"49,295",-1.86%,Information Technology
ACEL,-,-,-0.16,6.40%,78.00M,6.80%,1.04B,23.13,0.55,0.00%,40.18M,61.01%,-10.20M,-,0.03,60.60%,6.82%,18.00%,529.60M,1.96,-177.70%,8.65%,4.89,18.00%,1.08,11.78,2100.00%,-0.90%,12.00,23.74%,2.22,5.74,18.06%,-1.70%,5.22 - 13.39,1.76%,-,-,-,1.60%,-4.93%,-,-,4.10,-,35.80%,143.87%,0.69,730,4.10,8.00%,4.00%,68.73,5.90% 7.47%,Yes,4.76,-139.10%,-0.80%,0.58,12.72,Yes,4.55,-,-,559.93K,12.73,2.20,12.78%,28.52%,24.12%,"322,120",0.08%,Consumer Discretionary
CENT,-,19.93,2.01,13.70%,53.44M,-3.75%,2.05B,21.36,1.88,-3.15%,48.80M,-6.77%,109.50M,2.66,-0.06,87.70%,0.77%,10.27%,2.56B,0.80,-15.90%,-0.56%,4.85,51.93%,19.82,2.02,5.34%,5.10%,36.67,48.94%,9.66,4.15,7.50%,10.90%,23.82 - 44.80,28.90%,-,12.55,55.30%,7.40%,-10.60%,0.62,-,2.70,8.20%,29.30%,68.14%,1.24,5300,3.80,18.00%,7.00%,46.83,2.73% 2.54%,Yes,0.66,59.60%,4.30%,0.52,40.17,Yes,0.65,-,0.00%,77.17K,40.05,2.50,-4.08%,2.90%,21.07%,"40,038",-0.30%,Consumer Staples
ALT,-,-,-2.21,6.20%,32.91M,-29.46%,423.12M,5.02,2.48,123.37%,23.89M,-53.09%,-35.70M,-,-0.81,40.60%,3.74%,78.85%,4.20M,100.74,89.50%,-,0.22,293.35%,4.45,2.79,174.80%,-53.40%,-,515.35%,2.36,5.28,-,-66.00%,1.51 - 35.10,557.67%,-,-,50.20%,-47.00%,-64.59%,1.94,-,17.90,-10.70%,-,723.18%,2.27,25,17.90,-56.30%,-,28.49,13.13% 11.51%,Yes,0.01,-263.30%,-,0.3,13.41,Yes,0.00,Aug 12 BMO,-,3.98M,12.43,2.00,-42.48%,-42.83%,56.69%,"1,202,718",-7.31%,Healthcare
ANIK,-,48.07,0.78,0.10%,14.20M,-0.05%,531.52M,47.22,0.79,-8.03%,13.99M,11.14%,11.30M,4.81,-0.12,99.61%,14.55%,0.05%,125.50M,4.24,48.40%,5.19%,17.15,-0.61%,20.31,1.84,403.80%,3.00%,51.00,-32.43%,10.13,3.68,10.00%,3.90%,22.01 - 75.71,-28.06%,-,20.36,-5.50%,8.80%,-50.74%,1.10,-,6.30,1.70%,63.60%,69.47%,1.51,154,7.90,1.00%,11.50%,53.77,4.56% 3.73%,Yes,0.17,-181.10%,9.00%,0.86,37.59,Yes,0.17,Jul 30 AMC,0.00%,118.66K,37.3,2.00,1.81%,2.89%,-5.10%,"101,704",-0.77%,Healthcare
GERN,-,-,-0.37,0.41%,310.47M,-5.18%,556.39M,-,-0.30,1.43%,260.39M,10.24%,-76.40M,-,-0.06,54.90%,12.17%,8.93%,0.40M,1390.98,-135.50%,186.93%,9.75,83.90%,1.02,1.79,-15.40%,-40.90%,-,30.71%,0.72,2.54,5.00%,-46.40%,0.75 - 2.40,34.56%,-,-,-9.20%,-53.60%,-23.75%,1.61,-,11.50,-16.80%,-,144.00%,0.12,45,11.50,-57.40%,-,48.86,8.01% 6.72%,Yes,0.00,16.10%,-,0.68,1.82,Yes,0.00,Aug 06 AMC,-,3.25M,1.83,1.70,3.14%,-2.63%,23.05%,"2,195,078",0.55%,Healthcare
